cds_data/data_100000_20_15_u_10_ppgeh.txt
copyDataFile complete
cds_query/query_100000_20_15_u_10_ppgeh.txt
copyQueryFile complete
make complete
48879 : 1.8884   : 0.598319  >> 0.598319
83841 : 1.88682   : 0.730442  >> 0.730442
86840 : 1.88492   : 0.626235  >> 0.626235
29843 : 1.87796   : 0.731999  >> 0.731999
98837 : 1.87053   : 0.696896  >> 0.696896
80751 : 1.86086   : 0.647715  >> 0.647715
1858 : 1.8594   : 0.673621  >> 0.673621
24301 : 1.84009   : 0.821552  >> 0.821552
92523 : 1.81928   : 0.829808  >> 0.829808
62948 : 1.80371   : 0.731989  >> 0.731989
__________________
52321 : 1.63859   : 0.535987  >> 0.535987
68238 : 1.63266   : 0.578948  >> 0.578948
67739 : 1.63236   : 0.542344  >> 0.542344
29843 : 1.6249   : 0.552743  >> 0.552743
98837 : 1.61354   : 0.560935  >> 0.560935
80751 : 1.61022   : 0.58286  >> 0.58286
24301 : 1.58961   : 0.703421  >> 0.703421
1858 : 1.5887   : 0.622599  >> 0.622599
62948 : 1.57312   : 0.668493  >> 0.668493
92523 : 1.55396   : 0.731991  >> 0.731991
__________________
67739 : 1.84185   : 0.527425  >> 0.527425
68238 : 1.84134   : 0.573011  >> 0.573011
86840 : 1.83636   : 0.472696  >> 0.472696
98837 : 1.82136   : 0.53812  >> 0.53812
29843 : 1.81758   : 0.571002  >> 0.571002
80751 : 1.81501   : 0.600208  >> 0.600208
1858 : 1.80504   : 0.649486  >> 0.649486
24301 : 1.7908   : 0.668523  >> 0.668523
62948 : 1.77658   : 0.582861  >> 0.582861
92523 : 1.75581   : 0.714655  >> 0.714655
__________________
48879 : 1.99396   : 0.611508  >> 0.611508
98208 : 1.99244   : 0.70826  >> 0.70826
29843 : 1.99095   : 0.698526  >> 0.698526
52321 : 1.98804   : 0.688663  >> 0.688663
98837 : 1.9645   : 0.688669  >> 0.688669
80751 : 1.95837   : 0.696891  >> 0.696891
1858 : 1.94728   : 0.71468  >> 0.71468
24301 : 1.9383   : 0.820162  >> 0.820162
92523 : 1.91912   : 0.852845  >> 0.852845
62948 : 1.90261   : 0.711451  >> 0.711451
__________________
52321 : 1.71525   : 0.765488  >> 0.765488
48879 : 1.71314   : 0.666798  >> 0.666798
29843 : 1.70963   : 0.780234  >> 0.780234
98208 : 1.70053   : 0.788965  >> 0.788965
98837 : 1.6917   : 0.783162  >> 0.783162
80751 : 1.68475   : 0.766974  >> 0.766974
1858 : 1.66854   : 0.786082  >> 0.786082
24301 : 1.66572   : 0.920989  >> 0.920989
92523 : 1.65149   : 0.918485  >> 0.918485
62948 : 1.63624   : 0.759497  >> 0.759497
__________________
52321 : 1.62828   : 0.691958  >> 0.691958
98208 : 1.62345   : 0.736659  >> 0.736659
29843 : 1.62326   : 0.727301  >> 0.727301
48879 : 1.61852   : 0.596404  >> 0.596404
98837 : 1.60793   : 0.691965  >> 0.691965
24301 : 1.58993   : 0.831197  >> 0.831197
80751 : 1.5886   : 0.63167  >> 0.63167
1858 : 1.58626   : 0.665093  >> 0.665093
92523 : 1.57184   : 0.831178  >> 0.831178
62948 : 1.54244   : 0.66163  >> 0.66163
__________________
52321 : 1.66853   : 0.790404  >> 0.790404
29843 : 1.66367   : 0.864786  >> 0.864786
48879 : 1.65872   : 0.69197  >> 0.69197
98208 : 1.65045   : 0.815961  >> 0.815961
98837 : 1.64142   : 0.804703  >> 0.804703
80751 : 1.63176   : 0.79758  >> 0.79758
1858 : 1.6172   : 0.818762  >> 0.818762
24301 : 1.61642   : 0.965709  >> 0.965709
92523 : 1.5975   : 0.989012  >> 0.989012
62948 : 1.58383   : 0.804688  >> 0.804688
__________________
98208 : 1.83301   : 0.70178  >> 0.70178
48879 : 1.83047   : 0.600209  >> 0.600209
52321 : 1.8272   : 0.65471  >> 0.65471
29843 : 1.8248   : 0.665076  >> 0.665076
98837 : 1.80021   : 0.671905  >> 0.671905
80751 : 1.80003   : 0.645943  >> 0.645943
24301 : 1.7724   : 0.797603  >> 0.797603
1858 : 1.76909   : 0.711474  >> 0.711474
92523 : 1.75875   : 0.803277  >> 0.803277
62948 : 1.75027   : 0.701772  >> 0.701772
__________________
52321 : 1.87138   : 0.594475  >> 0.594475
98208 : 1.86964   : 0.620751  >> 0.620751
48879 : 1.86637   : 0.529573  >> 0.529573
29843 : 1.85182   : 0.635266  >> 0.635266
98837 : 1.84389   : 0.63527  >> 0.63527
80751 : 1.82993   : 0.6002  >> 0.6002
1858 : 1.81351   : 0.624424  >> 0.624424
24301 : 1.81209   : 0.75501  >> 0.75501
92523 : 1.79102   : 0.733541  >> 0.733541
62948 : 1.78954   : 0.716239  >> 0.716239
__________________
98208 : 1.77108   : 0.695255  >> 0.695255
48879 : 1.77056   : 0.573007  >> 0.573007
29843 : 1.76993   : 0.633472  >> 0.633472
52321 : 1.7617   : 0.651221  >> 0.651221
98837 : 1.74254   : 0.661648  >> 0.661648
80751 : 1.74011   : 0.624409  >> 0.624409
24301 : 1.72285   : 0.794739  >> 0.794739
1858 : 1.71974   : 0.675305  >> 0.675305
92523 : 1.70844   : 0.794718  >> 0.794718
62948 : 1.68999   : 0.647706  >> 0.647706
__________________
52321 : 1.67832   : 0.671893  >> 0.671893
98208 : 1.67512   : 0.701778  >> 0.701778
48879 : 1.67496   : 0.644182  >> 0.644182
29843 : 1.66056   : 0.688651  >> 0.688651
98837 : 1.65246   : 0.658191  >> 0.658191
80751 : 1.64866   : 0.656448  >> 0.656448
1858 : 1.62703   : 0.724173  >> 0.724173
24301 : 1.62692   : 0.780258  >> 0.780258
92523 : 1.60701   : 0.7565  >> 0.7565
62948 : 1.59988   : 0.611492  >> 0.611492
__________________
86840 : 1.86329   : 0.531716  >> 0.531716
81397 : 1.86329   : 0.609628  >> 0.609628
67739 : 1.86296   : 0.584829  >> 0.584829
29843 : 1.84633   : 0.598305  >> 0.598305
98837 : 1.83214   : 0.605884  >> 0.605884
80751 : 1.82826   : 0.603995  >> 0.603995
1858 : 1.81048   : 0.656471  >> 0.656471
24301 : 1.80034   : 0.711483  >> 0.711483
62948 : 1.77982   : 0.690308  >> 0.690308
92523 : 1.77767   : 0.73665  >> 0.73665
__________________
67739 : 1.77842   : 0.529581  >> 0.529581
86840 : 1.77743   : 0.475096  >> 0.475096
48879 : 1.774   : 0.369869  >> 0.369869
29843 : 1.76454   : 0.569002  >> 0.569002
98837 : 1.75527   : 0.535991  >> 0.535991
80751 : 1.74478   : 0.493922  >> 0.493922
1858 : 1.73253   : 0.523091  >> 0.523091
24301 : 1.73113   : 0.696909  >> 0.696909
62948 : 1.70813   : 0.596388  >> 0.596388
92523 : 1.69864   : 0.728867  >> 0.728867
__________________
9445 : 1.58043   : 0.762502  >> 0.762502
48879 : 1.579   : 0.588704  >> 0.588704
29843 : 1.57063   : 0.763995  >> 0.763995
98208 : 1.56452   : 0.739748  >> 0.739748
98837 : 1.55703   : 0.711463  >> 0.711463
80751 : 1.54487   : 0.741275  >> 0.741275
1858 : 1.53377   : 0.733563  >> 0.733563
24301 : 1.53119   : 0.855533  >> 0.855533
62948 : 1.51039   : 0.724151  >> 0.724151
92523 : 1.50351   : 0.884342  >> 0.884342
__________________
48879 : 2.04947   : 0.544436  >> 0.544436
52321 : 2.04799   : 0.63706  >> 0.63706
98208 : 2.04775   : 0.622592  >> 0.622592
29843 : 2.03898   : 0.658185  >> 0.658185
98837 : 2.01965   : 0.633475  >> 0.633475
80751 : 2.01132   : 0.64947  >> 0.64947
1858 : 2.00326   : 0.65124  >> 0.65124
24301 : 1.98972   : 0.74437  >> 0.74437
92523 : 1.96323   : 0.797578  >> 0.797578
62948 : 1.9629   : 0.678644  >> 0.678644
__________________
67739 : 1.7736   : 0.540228  >> 0.540228
98208 : 1.77324   : 0.562962  >> 0.562962
86840 : 1.76976   : 0.4916  >> 0.4916
29843 : 1.75607   : 0.574973  >> 0.574973
98837 : 1.74864   : 0.598301  >> 0.598301
80751 : 1.74508   : 0.633469  >> 0.633469
1858 : 1.73273   : 0.642422  >> 0.642422
24301 : 1.72337   : 0.705032  >> 0.705032
62948 : 1.70031   : 0.62804  >> 0.62804
92523 : 1.69132   : 0.763988  >> 0.763988
__________________
86840 : 1.99104   : 0.479874  >> 0.479874
48879 : 1.98886   : 0.531722  >> 0.531722
67739 : 1.98875   : 0.542344  >> 0.542344
29843 : 1.97333   : 0.600203  >> 0.600203
98837 : 1.96664   : 0.603998  >> 0.603998
80751 : 1.95676   : 0.571002  >> 0.571002
1858 : 1.94451   : 0.640646  >> 0.640646
24301 : 1.93791   : 0.700171  >> 0.700171
92523 : 1.91413   : 0.703397  >> 0.703397
62948 : 1.90295   : 0.61521  >> 0.61521
__________________
67739 : 1.78594   : 0.542339  >> 0.542339
48879 : 1.77802   : 0.432391  >> 0.432391
86840 : 1.77557   : 0.516484  >> 0.516484
29843 : 1.76246   : 0.572991  >> 0.572991
98837 : 1.76019   : 0.584806  >> 0.584806
80751 : 1.75099   : 0.558889  >> 0.558889
1858 : 1.74251   : 0.548616  >> 0.548616
24301 : 1.73331   : 0.713073  >> 0.713073
62948 : 1.71009   : 0.654702  >> 0.654702
92523 : 1.7047   : 0.744337  >> 0.744337
__________________
48879 : 1.91712   : 0.482255  >> 0.482255
52321 : 1.91367   : 0.5887  >> 0.5887
98208 : 1.91317   : 0.622592  >> 0.622592
29843 : 1.9111   : 0.682003  >> 0.682003
98837 : 1.88983   : 0.5964  >> 0.5964
80751 : 1.87731   : 0.59063  >> 0.59063
1858 : 1.86986   : 0.611515  >> 0.611515
24301 : 1.86274   : 0.765513  >> 0.765513
62948 : 1.83935   : 0.661634  >> 0.661634
92523 : 1.82958   : 0.794715  >> 0.794715
__________________
67739 : 1.70609   : 0.538125  >> 0.538125
48879 : 1.70577   : 0.375981  >> 0.375981
81397 : 1.70499   : 0.509826  >> 0.509826
29843 : 1.69825   : 0.548604  >> 0.548604
98837 : 1.68277   : 0.531719  >> 0.531719
80751 : 1.66897   : 0.516491  >> 0.516491
24301 : 1.65997   : 0.673617  >> 0.673617
1858 : 1.65908   : 0.509843  >> 0.509843
62948 : 1.63757   : 0.629855  >> 0.629855
92523 : 1.62447   : 0.728869  >> 0.728869
__________________
86125 : 1.52301   : 0.668507  >> 0.668507
48879 : 1.51465   : 0.663363  >> 0.663363
98208 : 1.51106   : 0.759514  >> 0.759514
29843 : 1.50627   : 0.777311  >> 0.777311
98837 : 1.49714   : 0.768468  >> 0.768468
80751 : 1.48629   : 0.761008  >> 0.761008
24301 : 1.46945   : 0.895893  >> 0.895893
1858 : 1.46237   : 0.825692  >> 0.825692
92523 : 1.45148   : 0.875273  >> 0.875273
62948 : 1.44056   : 0.831172  >> 0.831172
__________________
52321 : 1.71069   : 0.736639  >> 0.736639
48879 : 1.70626   : 0.637058  >> 0.637058
29843 : 1.69861   : 0.742803  >> 0.742803
98208 : 1.6986   : 0.701778  >> 0.701778
98837 : 1.6825   : 0.736647  >> 0.736647
80751 : 1.67303   : 0.713051  >> 0.713051
24301 : 1.65517   : 0.844795  >> 0.844795
1858 : 1.65453   : 0.784621  >> 0.784621
92523 : 1.63073   : 0.836638  >> 0.836638
62948 : 1.62026   : 0.781687  >> 0.781687
__________________
52321 : 1.92973   : 0.6936  >> 0.6936
48879 : 1.92752   : 0.590632  >> 0.590632
29843 : 1.91968   : 0.735096  >> 0.735096
98208 : 1.91756   : 0.690316  >> 0.690316
98837 : 1.90356   : 0.709854  >> 0.709854
80751 : 1.89465   : 0.695243  >> 0.695243
1858 : 1.87852   : 0.756514  >> 0.756514
24301 : 1.87275   : 0.843453  >> 0.843453
92523 : 1.84851   : 0.859494  >> 0.859494
62948 : 1.84341   : 0.747396  >> 0.747396
__________________
52321 : 1.78804   : 0.804696  >> 0.804696
29843 : 1.78659   : 0.856844  >> 0.856844
48879 : 1.78205   : 0.745886  >> 0.745886
98208 : 1.7779   : 0.81875  >> 0.81875
98837 : 1.76019   : 0.827059  >> 0.827059
80751 : 1.74729   : 0.794717  >> 0.794717
24301 : 1.73333   : 0.960975  >> 0.960975
1858 : 1.72664   : 0.835304  >> 0.835304
92523 : 1.71946   : 0.939352  >> 0.939352
62948 : 1.69479   : 0.846125  >> 0.846125
__________________
81397 : 1.78423   : 0.470284  >> 0.470284
67739 : 1.77962   : 0.43241  >> 0.43241
68238 : 1.77488   : 0.447954  >> 0.447954
98837 : 1.76852   : 0.479888  >> 0.479888
29843 : 1.7647   : 0.475112  >> 0.475112
80751 : 1.75525   : 0.509837  >> 0.509837
1858 : 1.74147   : 0.562985  >> 0.562985
24301 : 1.73895   : 0.569036  >> 0.569036
62948 : 1.72703   : 0.590635  >> 0.590635
92523 : 1.70257   : 0.588703  >> 0.588703
__________________
68238 : 1.78138   : 0.613372  >> 0.613372
86840 : 1.77794   : 0.533858  >> 0.533858
98208 : 1.77633   : 0.604002  >> 0.604002
29843 : 1.75937   : 0.611496  >> 0.611496
98837 : 1.75119   : 0.622587  >> 0.622587
80751 : 1.75039   : 0.670202  >> 0.670202
1858 : 1.73062   : 0.69198  >> 0.69198
24301 : 1.71932   : 0.744372  >> 0.744372
62948 : 1.70641   : 0.705014  >> 0.705014
92523 : 1.68981   : 0.777312  >> 0.777312
__________________
48879 : 2.08769   : 0.594484  >> 0.594484
52321 : 2.08334   : 0.666789  >> 0.666789
98208 : 2.07961   : 0.67021  >> 0.67021
29843 : 2.07446   : 0.683672  >> 0.683672
98837 : 2.0551   : 0.670208  >> 0.670208
80751 : 2.04952   : 0.678652  >> 0.678652
1858 : 2.02982   : 0.716265  >> 0.716265
24301 : 2.0216   : 0.790427  >> 0.790427
92523 : 2.0022   : 0.796152  >> 0.796152
62948 : 1.99929   : 0.713053  >> 0.713053
__________________
98208 : 1.70503   : 0.728882  >> 0.728882
29843 : 1.70461   : 0.687  >> 0.687
48879 : 1.70271   : 0.602115  >> 0.602115
52321 : 1.69997   : 0.673597  >> 0.673597
98837 : 1.68225   : 0.663373  >> 0.663373
80751 : 1.67027   : 0.629861  >> 0.629861
24301 : 1.66258   : 0.810368  >> 0.810368
1858 : 1.65402   : 0.663382  >> 0.663382
92523 : 1.64779   : 0.784613  >> 0.784613
62948 : 1.62797   : 0.628044  >> 0.628044
__________________
52321 : 1.93964   : 0.638843  >> 0.638843
98208 : 1.9331   : 0.624416  >> 0.624416
48879 : 1.93118   : 0.566999  >> 0.566999
29843 : 1.92265   : 0.656444  >> 0.656444
98837 : 1.91068   : 0.659915  >> 0.659915
80751 : 1.90984   : 0.607748  >> 0.607748
1858 : 1.88962   : 0.659927  >> 0.659927
24301 : 1.88353   : 0.787529  >> 0.787529
92523 : 1.86471   : 0.775837  >> 0.775837
62948 : 1.85327   : 0.642389  >> 0.642389
__________________
98208 : 2.03211   : 0.631679  >> 0.631679
67739 : 2.03116   : 0.564999  >> 0.564999
52321 : 2.02901   : 0.598304  >> 0.598304
29843 : 2.02187   : 0.64947  >> 0.64947
98837 : 2.00428   : 0.624418  >> 0.624418
80751 : 2.00084   : 0.592562  >> 0.592562
1858 : 1.98162   : 0.683695  >> 0.683695
24301 : 1.97399   : 0.767002  >> 0.767002
92523 : 1.95144   : 0.758007  >> 0.758007
62948 : 1.94673   : 0.670198  >> 0.670198
__________________
52321 : 1.84125   : 0.622574  >> 0.622574
81397 : 1.83902   : 0.596387  >> 0.596387
67739 : 1.83842   : 0.550686  >> 0.550686
29843 : 1.83582   : 0.633468  >> 0.633468
98837 : 1.81278   : 0.615211  >> 0.615211
80751 : 1.80418   : 0.652968  >> 0.652968
1858 : 1.78887   : 0.695262  >> 0.695262
24301 : 1.78276   : 0.703414  >> 0.703414
62948 : 1.76198   : 0.727297  >> 0.727297
92523 : 1.75335   : 0.735092  >> 0.735092
__________________
67739 : 1.67233   : 0.432404  >> 0.432404
81397 : 1.66901   : 0.475097  >> 0.475097
86840 : 1.66709   : 0.477489  >> 0.477489
29843 : 1.66665   : 0.525248  >> 0.525248
98837 : 1.6637   : 0.4751  >> 0.4751
1858 : 1.64887   : 0.489305  >> 0.489305
80751 : 1.64519   : 0.50983  >> 0.50983
24301 : 1.63939   : 0.556874  >> 0.556874
62948 : 1.6242   : 0.628045  >> 0.628045
92523 : 1.58555   : 0.622574  >> 0.622574
__________________
86840 : 2.01587   : 0.452981  >> 0.452981
68238 : 2.01195   : 0.584822  >> 0.584822
67739 : 2.01038   : 0.509837  >> 0.509837
29843 : 1.99815   : 0.570998  >> 0.570998
98837 : 1.98488   : 0.546521  >> 0.546521
80751 : 1.98425   : 0.548597  >> 0.548597
1858 : 1.96231   : 0.594497  >> 0.594497
24301 : 1.95231   : 0.678673  >> 0.678673
62948 : 1.9405   : 0.631662  >> 0.631662
92523 : 1.92116   : 0.711449  >> 0.711449
__________________
29843 : 1.68877   : 0.850162  >> 0.850162
52321 : 1.68526   : 0.783157  >> 0.783157
48879 : 1.68304   : 0.709863  >> 0.709863
98208 : 1.67744   : 0.833926  >> 0.833926
98837 : 1.66273   : 0.806117  >> 0.806117
80751 : 1.64933   : 0.807524  >> 0.807524
1858 : 1.64479   : 0.806136  >> 0.806136
24301 : 1.64034   : 0.966888  >> 0.966888
92523 : 1.62396   : 0.983229  >> 0.983229
62948 : 1.60003   : 0.820126  >> 0.820126
__________________
86840 : 1.75427   : 0.688653  >> 0.688653
48879 : 1.7511   : 0.631676  >> 0.631676
98208 : 1.74292   : 0.741287  >> 0.741287
29843 : 1.74093   : 0.777311  >> 0.777311
98837 : 1.72956   : 0.750453  >> 0.750453
80751 : 1.71507   : 0.761008  >> 0.761008
1858 : 1.70716   : 0.774392  >> 0.774392
24301 : 1.69803   : 0.875295  >> 0.875295
92523 : 1.67685   : 0.905989  >> 0.905989
62948 : 1.66962   : 0.806105  >> 0.806105
__________________
81397 : 1.91011   : 0.562958  >> 0.562958
67739 : 1.90805   : 0.505352  >> 0.505352
68238 : 1.90769   : 0.615227  >> 0.615227
29843 : 1.89492   : 0.631673  >> 0.631673
98837 : 1.88138   : 0.605881  >> 0.605881
80751 : 1.8754   : 0.607759  >> 0.607759
1858 : 1.85514   : 0.605898  >> 0.605898
24301 : 1.84884   : 0.708269  >> 0.708269
62948 : 1.83617   : 0.696882  >> 0.696882
92523 : 1.81967   : 0.724159  >> 0.724159
__________________
86840 : 1.83964   : 0.651222  >> 0.651222
48879 : 1.83909   : 0.620761  >> 0.620761
98208 : 1.83448   : 0.719441  >> 0.719441
29843 : 1.82287   : 0.735105  >> 0.735105
98837 : 1.81339   : 0.690324  >> 0.690324
80751 : 1.8068   : 0.736657  >> 0.736657
1858 : 1.79786   : 0.738223  >> 0.738223
24301 : 1.78152   : 0.829838  >> 0.829838
62948 : 1.76283   : 0.706634  >> 0.706634
92523 : 1.76015   : 0.880469  >> 0.880469
__________________
29843 : 1.69518   : 0.69031  >> 0.69031
67739 : 1.69446   : 0.668508  >> 0.668508
52321 : 1.68996   : 0.722581  >> 0.722581
48879 : 1.68983   : 0.631673  >> 0.631673
80751 : 1.66385   : 0.701772  >> 0.701772
98837 : 1.65753   : 0.722588  >> 0.722588
24301 : 1.6367   : 0.835303  >> 0.835303
1858 : 1.62754   : 0.738212  >> 0.738212
92523 : 1.62229   : 0.864782  >> 0.864782
62948 : 1.60585   : 0.771415  >> 0.771415
__________________
81397 : 1.90614   : 0.546534  >> 0.546534
98208 : 1.90598   : 0.620768  >> 0.620768
29843 : 1.90393   : 0.613369  >> 0.613369
52321 : 1.89504   : 0.594494  >> 0.594494
98837 : 1.87366   : 0.590652  >> 0.590652
80751 : 1.86632   : 0.588711  >> 0.588711
24301 : 1.84772   : 0.727341  >> 0.727341
1858 : 1.84622   : 0.628082  >> 0.628082
62948 : 1.82838   : 0.666794  >> 0.666794
92523 : 1.82135   : 0.758018  >> 0.758018
__________________
68238 : 1.92257   : 0.4893  >> 0.4893
81397 : 1.92091   : 0.421705  >> 0.421705
67739 : 1.91973   : 0.379009  >> 0.379009
29843 : 1.91387   : 0.505335  >> 0.505335
98837 : 1.9047   : 0.462952  >> 0.462952
80751 : 1.89275   : 0.503078  >> 0.503078
1858 : 1.88659   : 0.505354  >> 0.505354
24301 : 1.87822   : 0.575005  >> 0.575005
62948 : 1.86194   : 0.560927  >> 0.560927
92523 : 1.83296   : 0.609623  >> 0.609623
__________________
67739 : 1.90702   : 0.51208  >> 0.51208
81397 : 1.90639   : 0.486962  >> 0.486962
52321 : 1.90545   : 0.514293  >> 0.514293
29843 : 1.89783   : 0.592569  >> 0.592569
98837 : 1.88205   : 0.527429  >> 0.527429
80751 : 1.86984   : 0.546531  >> 0.546531
1858 : 1.86396   : 0.536021  >> 0.536021
24301 : 1.8563   : 0.693642  >> 0.693642
62948 : 1.83581   : 0.600207  >> 0.600207
92523 : 1.82064   : 0.722595  >> 0.722595
__________________
81397 : 1.92347   : 0.486953  >> 0.486953
67739 : 1.92216   : 0.450487  >> 0.450487
86840 : 1.92194   : 0.479878  >> 0.479878
29843 : 1.90563   : 0.611501  >> 0.611501
98837 : 1.90309   : 0.540234  >> 0.540234
80751 : 1.89012   : 0.550681  >> 0.550681
1858 : 1.88479   : 0.604014  >> 0.604014
24301 : 1.87461   : 0.67362  >> 0.67362
62948 : 1.85345   : 0.592557  >> 0.592557
92523 : 1.84277   : 0.696885  >> 0.696885
__________________
67739 : 1.81954   : 0.458015  >> 0.458015
81397 : 1.81852   : 0.493929  >> 0.493929
86840 : 1.80817   : 0.472698  >> 0.472698
29843 : 1.80519   : 0.516498  >> 0.516498
98837 : 1.80263   : 0.450479  >> 0.450479
1858 : 1.79678   : 0.529598  >> 0.529598
80751 : 1.78944   : 0.548614  >> 0.548614
24301 : 1.77774   : 0.584842  >> 0.584842
62948 : 1.76337   : 0.5589  >> 0.5589
92523 : 1.7247   : 0.682006  >> 0.682006
__________________
48879 : 2.00754   : 0.580909  >> 0.580909
86840 : 2.00446   : 0.562963  >> 0.562963
98208 : 2.00018   : 0.622595  >> 0.622595
29843 : 1.98974   : 0.695252  >> 0.695252
98837 : 1.98198   : 0.675294  >> 0.675294
80751 : 1.97571   : 0.652974  >> 0.652974
1858 : 1.96177   : 0.714677  >> 0.714677
24301 : 1.94768   : 0.800464  >> 0.800464
92523 : 1.92174   : 0.788961  >> 0.788961
62948 : 1.9209   : 0.736648  >> 0.736648
__________________
68238 : 2.01397   : 0.518709  >> 0.518709
48879 : 2.01395   : 0.455511  >> 0.455511
52321 : 2.01276   : 0.516491  >> 0.516491
29843 : 1.99785   : 0.512057  >> 0.512057
98837 : 1.9862   : 0.529578  >> 0.529578
80751 : 1.98367   : 0.491614  >> 0.491614
1858 : 1.96433   : 0.554821  >> 0.554821
24301 : 1.95835   : 0.654738  >> 0.654738
62948 : 1.93638   : 0.546518  >> 0.546518
92523 : 1.93622   : 0.665079  >> 0.665079
__________________
48879 : 2.00744   : 0.52526  >> 0.52526
52321 : 2.0073   : 0.613365  >> 0.613365
98208 : 2.00506   : 0.624424  >> 0.624424
29843 : 1.99991   : 0.693612  >> 0.693612
98837 : 1.98127   : 0.631682  >> 0.631682
80751 : 1.96856   : 0.615221  >> 0.615221
1858 : 1.95717   : 0.624439  >> 0.624439
24301 : 1.95119   : 0.772928  >> 0.772928
62948 : 1.92828   : 0.687001  >> 0.687001
92523 : 1.92376   : 0.784615  >> 0.784615
__________________
86840 : 1.8877   : 0.678645  >> 0.678645
83841 : 1.88763   : 0.742813  >> 0.742813
29843 : 1.88273   : 0.756495  >> 0.756495
98208 : 1.88263   : 0.735106  >> 0.735106
98837 : 1.86302   : 0.744346  >> 0.744346
1858 : 1.8534   : 0.725749  >> 0.725749
80751 : 1.84995   : 0.727298  >> 0.727298
24301 : 1.83426   : 0.859516  >> 0.859516
92523 : 1.81601   : 0.900936  >> 0.900936
62948 : 1.7912   : 0.780228  >> 0.780228
__________________
REF_PT_TIME,3e-05,INSRT_TIME,0.112296,AVG_QUERY_TIME,0.647088,AVG_HITS,0,AVG_COMP,97147.4,AVG_DIST,0,AVG_TR_DIST,194791,END
